Family,Genre,Note,Instances
Citric notes,Citrus fruits,Mandora,18
Citric notes,Citrus fruits,Green citrus fruits,16
Citric notes,Citrus fruits,Calabrian bergamot peel,13
Citric notes,Citrus fruits,Caribbean lime,13
Citric notes,Citrus fruits,Brazilian lime,11
Citric notes,Citrus fruits,Jamaican lime,8
Citric notes,Citrus fruits,Citrus plants,7
Citric notes,Citrus fruits,Citrus tree wood,7
Citric notes,Citrus fruits,Corsican lemon,7
Citric notes,Citrus fruits,Mediterranean citrus fruits,7
Citric notes,Citrus fruits,Sugared lemon,6
Citric notes,Citrus fruits,Murcott,5
Citric notes,Citrus fruits,Rangpur,5
Citric notes,Citrus fruits,American pink grapefruit,4
Citric notes,Citrus fruits,Candied citrus fruits,4
Citric notes,Citrus fruits,Moroccan lemon,4
Citric notes,Citrus fruits,Black lemon,3
Citric notes,Citrus fruits,Brazilian citrus fruits,3
Citric notes,Citrus fruits,Candied citrus zest,3
Citric notes,Citrus fruits,Citrus macroptera,3
Citric notes,Citrus fruits,Dried citrus fruits,3
Citric notes,Citrus fruits,Hassaku orange,3
Citric notes,Citrus fruits,Indian lemon,3
Citric notes,Citrus fruits,Tangor,3
Citric notes,Citrus fruits,Asian citrus fruits,2
Citric notes,Citrus fruits,Calabrian citrus fruits,2
Citric notes,Citrus fruits,Californian citrus fruits,2
Citric notes,Citrus fruits,Caribbean lemon,2
Citric notes,Citrus fruits,Citrus fruits absolute,2
Citric notes,Citrus fruits,Citrus macroptera,2
Citric notes,Citrus fruits,Daidai,2
Citric notes,Citrus fruits,Dried lemon,2
Citric notes,Citrus fruits,Exotic citrus fruits,2
Citric notes,Citrus fruits,French citrus fruits,2
Citric notes,Citrus fruits,French lime,2
Citric notes,Citrus fruits,Frosted grapefruit,2
Citric notes,Citrus fruits,Green shiikuwasha,2
Citric notes,Citrus fruits,Haitian lime,2
Citric notes,Citrus fruits,Italian citrus zest,2
Citric notes,Citrus fruits,Kabosu,2
Citric notes,Citrus fruits,Shiikuwasha,2
Citric notes,Citrus fruits,Sicilian lemon Orpur®,2
Citric notes,Citrus fruits,Spanish citrus fruits,2
Citric notes,Citrus fruits,Candied lime,1
Citric notes,Citrus fruits,Chironja,1
Citric notes,Citrus fruits,Citrus bizzarria,1
Citric notes,Citrus fruits,Citrus liqueur,1
Citric notes,Citrus fruits,Combava lemon,1
Citric notes,Citrus fruits,Dekopon,1
Citric notes,Citrus fruits,Dekopon zest,1
Citric notes,Citrus fruits,Grapefruit absolute,1
Citric notes,Citrus fruits,Green citrus zest,1
Citric notes,Citrus fruits,Italian pink grapefruit,1
Citric notes,Citrus fruits,Iyokan,1
Citric notes,Citrus fruits,Japanese citrus fruits,1
Citric notes,Citrus fruits,Limequat,1
Citric notes,Citrus fruits,Malayan lime,1
Citric notes,Citrus fruits,Paraguayan citrus leaf,1
Citric notes,Citrus fruits,Pastis,1
Citric notes,Citrus fruits,Portuguese lemon,1
Citric notes,Citrus fruits,Salted lime,1
Citric notes,Citrus fruits,Sicilian pink grapefruit,1
Citric notes,Citrus fruits,Smoked grapefruit,1
Citric notes,Citrus fruits,Smoked lemon,1
Citric notes,Citrus fruits,South African grapefruit,1
Citric notes,Citrus fruits,Sugared lime,1
Citric notes,Citrus fruits,Tropical citrus fruits,1
Citric notes,Citrus fruits,Tunisian lemon,1
Citric notes,Citrus fruits,Tuscan lemon,1
Citric notes,Clementine ,Clementine,585
Citric notes,Clementine ,Italian clementine,12
Citric notes,Clementine ,Clementine peel,7
Citric notes,Clementine ,Corsican clementine,7
Citric notes,Clementine ,Clementine blossom,6
Citric notes,Clementine ,Clementine petitgrain,3
Citric notes,Clementine ,Green clementine,3
Citric notes,Clementine ,Spanish clementine,3
Citric notes,Clementine ,Clementine leaf,2
Citric notes,Clementine ,Sicilian clementine,2
Citric notes,Clementine ,African clementine,1
Citric notes,Clementine ,Algerian clementine,1
Citric notes,Clementine ,American clementine,1
Citric notes,Clementine ,Californian clementine,1
Citric notes,Clementine ,Candied clementine,1
Citric notes,Clementine ,Clementine absolute,1
Citric notes,Clementine ,Clementine nectar,1
Citric notes,Clementine ,Croatian clementine,1
Citric notes,Clementine ,Florida clementine,1
Citric notes,Clementine ,French clementine,1
Citric notes,Clementine ,Indian clementine,1
Citric notes,Clementine ,Red clementine,1
Citric notes,Clementine ,Sumatra clementine,1
Citric notes,Grapefruit,Grapefruit,9196
Citric notes,Grapefruit,Pink grapefruit,1103
Citric notes,Grapefruit,Red grapefruit,148
Citric notes,Grapefruit,Grapefruit zest,121
Citric notes,Grapefruit,Grapefruit blossom,77
Citric notes,Grapefruit,Florida grapefruit,35
Citric notes,Grapefruit,Sicilian grapefruit,28
Citric notes,Grapefruit,Italian grapefruit,20
Citric notes,Grapefruit,Argentinean grapefruit,19
Citric notes,Grapefruit,California grapefruit,16
Citric notes,Grapefruit,Grapefruit leaf,12
Citric notes,Grapefruit,Calabrian grapefruit,10
Citric notes,Grapefruit,American grapefruit,9
Citric notes,Grapefruit,Green grapefruit,9
Citric notes,Grapefruit,Methyl Pamplemousse,9
Citric notes,Grapefruit,Grapefruit juice,6
Citric notes,Grapefruit,Israelian grapefruit,6
Citric notes,Grapefruit,Japanese grapefruit,5
Citric notes,Grapefruit,Pink grapefruit zest,5
Citric notes,Grapefruit,American pink grapefruit,4
Citric notes,Grapefruit,Corsican grapefruit,3
Citric notes,Grapefruit,Grapefruit sorbet,3
Citric notes,Grapefruit,Grapefruit wood,3
Citric notes,Grapefruit,Mexican pink grapefruit,3
Citric notes,Grapefruit,Moroccan grapefruit blossom,3
Citric notes,Grapefruit,Nootkatone,3
Citric notes,Grapefruit,Pampas grass,3
Citric notes,Grapefruit,Barbados grapefruit,2
Citric notes,Grapefruit,Chinese grapefruit,2
Citric notes,Grapefruit,Frosted grapefruit,2
Citric notes,Grapefruit,Grapefruit tree,2
Citric notes,Grapefruit,Mediterranean grapefruit,2
Citric notes,Grapefruit,Moroccan grapefruit,2
Citric notes,Grapefruit,Spanish grapefruit,2
Citric notes,Grapefruit,Candied pink grapefruit,1
Citric notes,Grapefruit,Cuban grapefruit,1
Citric notes,Grapefruit,French grapefruit,1
Citric notes,Grapefruit,Grapefruit absolute,1
Citric notes,Grapefruit,Grapefruit seed,1
Citric notes,Grapefruit,Grapefruit soda,1
Citric notes,Grapefruit,Grapefruit tea,1
Citric notes,Grapefruit,Indonesian grapefruit,1
Citric notes,Grapefruit,Italian pink grapefruit,1
Citric notes,Grapefruit,Lebanese grapefruit,1
Citric notes,Grapefruit,Levantine grapefruit,1
Citric notes,Grapefruit,Mongolian grapefruit,1
Citric notes,Grapefruit,Paraguayan grapefruit,1
Citric notes,Grapefruit,Pink grapefruit blossom,1
Citric notes,Grapefruit,Puerto Rican pink grapefruit,1
Citric notes,Grapefruit,Red grapefruit zest,1
Citric notes,Grapefruit,Salted grapefruit,1
Citric notes,Grapefruit,Sicilian pink grapefruit,1
Citric notes,Grapefruit,Sicilian red grapefruit,1
Citric notes,Grapefruit,Smoked grapefruit,1
Citric notes,Grapefruit,South African grapefruit,1
Citric notes,Grapefruit,Tahitian grapefruit,1
Citric notes,Grapefruit,Texan grapefruit,1
Citric notes,Juices ,Coconut milk,581
Citric notes,Juices ,Plant juice,81
Citric notes,Juices ,Apple juice,56
Citric notes,Juices ,Orange juice,35
Citric notes,Juices ,Lemon juice,32
Citric notes,Juices ,Lime juice,30
Citric notes,Juices ,Pineapple juice,23
Citric notes,Juices ,Peach juice,21
Citric notes,Juices ,Mulled cider,13
Citric notes,Juices ,Pear juice,11
Citric notes,Juices ,Bamboo sap,8
Citric notes,Juices ,Fruit nectar,6
Citric notes,Juices ,Grapefruit juice,6
Citric notes,Juices ,Pomegranate juice,6
Citric notes,Juices ,Dandelion juice,5
Citric notes,Juices ,Tree sap,5
Citric notes,Juices ,Cactus juice,4
Citric notes,Juices ,Mandarin orange juice,4
Citric notes,Juices ,Raspberry,4
Citric notes,Juices ,Mango juice,3
Citric notes,Juices ,Plum juice,3
Citric notes,Juices ,Melon juice,2
Citric notes,Juices ,Blackberry juice,1
Citric notes,Juices ,Carrot juice,1
Citric notes,Juices ,Goji berry juice,1
Citric notes,Juices ,Grape juice,1
Citric notes,Juices ,Kale juice,1
Citric notes,Juices ,Lettuce juice,1
Citric notes,Juices ,Maple sap,1
Citric notes,Juices ,Noni juice,1
Citric notes,Juices ,Watermelon juice,1
Citric notes,Kaffir lime,Kaffir lime,127
Citric notes,Kaffir lime,Kaffir lime leaf,37
Citric notes,Kaffir lime,Indonesian kaffir lime,5
Citric notes,Kaffir lime,Kaffir lime petitgrain,5
Citric notes,Kaffir lime,Kaffir lime zest,1
Citric notes,Kaffir lime,Thai kaffir lime leaf,1
Citric notes,Kumquat ,Kumquat,311
Citric notes,Kumquat ,Kumquat zest,3
Citric notes,Kumquat ,Brazilian kumquat peel,1
Citric notes,Kumquat ,Candied kumquat,1
Citric notes,Kumquat ,Chinese kumquat,1
Citric notes,Kumquat ,Japanese kumquat,1
Citric notes,Kumquat ,Kumquat leaf,1
Citric notes,Kumquat ,South African kumquat,1
Citric notes,Lemon ,Lemon,14564
Citric notes,Lemon ,Sicilian lemon,718
Citric notes,Lemon ,Lemon zest,589
Citric notes,Lemon ,Italian lemon,581
Citric notes,Lemon ,Lemon blossom,248
Citric notes,Lemon ,Amalfi lemon,240
Citric notes,Lemon ,Lemon leaf,177
Citric notes,Lemon ,Calabrian lemon,101
Citric notes,Lemon ,Green lemon,85
Citric notes,Lemon ,Lemon petitgrain,72
Citric notes,Lemon ,Meyer lemon,62
Citric notes,Lemon ,Primofiore lemon,46
Citric notes,Lemon ,Lemon tree,34
Citric notes,Lemon ,Lemon cake,33
Citric notes,Lemon ,Argentinian lemon,32
Citric notes,Lemon ,Lemon juice,32
Citric notes,Lemon ,Californian lemon,31
Citric notes,Lemon ,Lemon sorbet,31
Citric notes,Lemon ,Limoncello,29
Citric notes,Lemon ,Spanish lemon,28
Citric notes,Lemon ,Lemon cream,25
Citric notes,Lemon ,Lemon sugar,22
Citric notes,Lemon ,Sicilian lemon zest,21
Citric notes,Lemon ,Candied lemon,19
Citric notes,Lemon ,Lemon candy,19
Citric notes,Lemon ,Lemon tree wood,18
Citric notes,Lemon ,Lemon meringue,13
Citric notes,Lemon ,Italian lemon zest,12
Citric notes,Lemon ,Lemon curd,12
Citric notes,Lemon ,Candied lemon peel,9
Citric notes,Lemon ,Lemon water,9
Citric notes,Lemon ,Mediterranean lemon,9
Citric notes,Lemon ,Italian lemon Orpur®,8
Citric notes,Lemon ,Lemon tea,8
Citric notes,Lemon ,Meyer lemon zest,8
Citric notes,Lemon ,Bitter lemon,7
Citric notes,Lemon ,Corsican lemon,7
Citric notes,Lemon ,Lemon tree bark,7
Citric notes,Lemon ,Italian lemon petitgrain,6
Citric notes,Lemon ,Ivory Coast lemon,6
Citric notes,Lemon ,Sugared lemon,6
Citric notes,Lemon ,French lemon,5
Citric notes,Lemon ,African lemon,4
Citric notes,Lemon ,Florida lemon,4
Citric notes,Lemon ,Lemon Orpur®,4
Citric notes,Lemon ,Lemon syrup,4
Citric notes,Lemon ,Moroccan lemon,4
Citric notes,Lemon ,Verdello lemon,4
Citric notes,Lemon ,Australian lemon,3
Citric notes,Lemon ,Black lemon,3
Citric notes,Lemon ,Hatkora lemon,3
Citric notes,Lemon ,Indian lemon,3
Citric notes,Lemon ,Italian lemon blossom,3
Citric notes,Lemon ,Lemon biscuit,3
Citric notes,Lemon ,Lemon ice cream,3
Citric notes,Lemon ,Mexican lemon,3
Citric notes,Lemon ,Sicilian lemon leaf,3
Citric notes,Lemon ,American lemon,2
Citric notes,Lemon ,Calabrian lemon zest,2
Citric notes,Lemon ,Caribbean lemon,2
Citric notes,Lemon ,Dried lemon,2
Citric notes,Lemon ,Green lemon zest,2
Citric notes,Lemon ,Italian lemon tree,2
Citric notes,Lemon ,Java lemon,2
Citric notes,Lemon ,Moroccan lemon zest,2
Citric notes,Lemon ,Sicilian lemon Orpur®,2
Citric notes,Lemon ,Sicilian primofiore lemon,2
Citric notes,Lemon ,Tahitian lemon,2
Citric notes,Lemon ,Amalfi lemon blossom,1
Citric notes,Lemon ,Asian lemon,1
Citric notes,Lemon ,Bitrouni lemon,1
Citric notes,Lemon ,Brazilian lemon,1
Citric notes,Lemon ,Caipirinha lemon,1
Citric notes,Lemon ,Californian lemon tree,1
Citric notes,Lemon ,Combava lemon,1
Citric notes,Lemon ,Indonesian lemon,1
Citric notes,Lemon ,Japanese green lemon,1
Citric notes,Lemon ,Lady Grey tea,1
Citric notes,Lemon ,Lemon absolute,1
Citric notes,Lemon ,Lemon blossom honey,1
Citric notes,Lemon ,Lemon daiquiri,1
Citric notes,Lemon ,Lemon drop cocktail,1
Citric notes,Lemon ,Lemon honey,1
Citric notes,Lemon ,Lemon jelly,1
Citric notes,Lemon ,Lemon mojito,1
Citric notes,Lemon ,Lemon mousse,1
Citric notes,Lemon ,Lemon pastry,1
Citric notes,Lemon ,Lemon peel absolute,1
Citric notes,Lemon ,Lemon pepper,1
Citric notes,Lemon ,Lemon puree,1
Citric notes,Lemon ,Lemon vodka,1
Citric notes,Lemon ,Lemon waffle,1
Citric notes,Lemon ,Maltese lemon,1
Citric notes,Lemon ,Meyer lemon ScentTrek®,1
Citric notes,Lemon ,Murcia lemon,1
Citric notes,Lemon ,Portuguese lemon,1
Citric notes,Lemon ,Preserved lemon,1
Citric notes,Lemon ,procida lemon,1
Citric notes,Lemon ,Sicilian lemon,1
Citric notes,Lemon ,Smoked lemon,1
Citric notes,Lemon ,Tunisian lemon,1
Citric notes,Lemon ,Turkish lemon,1
Citric notes,Lemon ,Tuscan lemon,1
Citric notes,Lemon grass,Lemon grass,710
Citric notes,Lemon grass,Citronellol,9
Citric notes,Lemon grass,Jamarosa,7
Citric notes,Lemon grass,Citral,6
Citric notes,Lemon grass,Indian lemon grass,5
Citric notes,Lemon grass,Java lemon grass,5
Citric notes,Lemon grass,Guatemala lemon grass,4
Citric notes,Lemon grass,Madagascan lemongrass,2
Citric notes,Lemon grass,Thai lemon grass,2
Citric notes,Lemon grass,Lemon grass blossom,1
Citric notes,Lemon vervain ,Lemon vervain ,340
Citric notes,Lemon vervain ,Lemon vervain absolute ,2
Citric notes,Lime ,Lime,3939
Citric notes,Lime ,Lime zest,138
Citric notes,Lime ,Lime blossom,59
Citric notes,Lime ,Finger lime,39
Citric notes,Lime ,Lime leaf,37
Citric notes,Lime ,Lime juice,30
Citric notes,Lime ,Sicilian lime,30
Citric notes,Lime ,Caipirinha,23
Citric notes,Lime ,Palestinian sweet lime,21
Citric notes,Lime ,Italian lime,18
Citric notes,Lime ,Caribbean lime,13
Citric notes,Lime ,Brazilian lime,11
Citric notes,Lime ,Amalfi lime,8
Citric notes,Lime ,Jamaican lime,8
Citric notes,Lime ,Lime cake,8
Citric notes,Lime ,Key lime zest,7
Citric notes,Lime ,Peruvian lime,6
Citric notes,Lime ,Spanish lime,6
Citric notes,Lime ,Dried lime,3
Citric notes,Lime ,Indonesian lime,3
Citric notes,Lime ,Lime sorbet,3
Citric notes,Lime ,Sweet lime blossom,3
Citric notes,Lime ,Australian lime,2
Citric notes,Lime ,Bolivian lime,2
Citric notes,Lime ,French lime,2
Citric notes,Lime ,Haitian lime,2
Citric notes,Lime ,Java lime,2
Citric notes,Lime ,Lime mojito,2
Citric notes,Lime ,Lime syrup,2
Citric notes,Lime ,Lime water,2
Citric notes,Lime ,Lime wood,2
Citric notes,Lime ,African lime,1
Citric notes,Lime ,Argentinian lime,1
Citric notes,Lime ,Bitrouni lemon,1
Citric notes,Lime ,Caipirinha lime zest,1
Citric notes,Lime ,Candied lime,1
Citric notes,Lime ,Frozen margarita,1
Citric notes,Lime ,Italian dried lime,1
Citric notes,Lime ,Italian lime Orpur®,1
Citric notes,Lime ,Italian sweet lime,1
Citric notes,Lime ,Lime blossom CO2,1
Citric notes,Lime ,Lime lemonade,1
Citric notes,Lime ,Malayan lime,1
Citric notes,Lime ,Mojito lime,1
Citric notes,Lime ,Morocccan lime,1
Citric notes,Lime ,Salted lime,1
Citric notes,Lime ,Sugared lime,1
Citric notes,Litsea cubeba,Litsea cubeba,315
Citric notes,Litsea cubeba,Chinese litsea cubeba,7
Citric notes,Litsea cubeba,Indian Litsea cubeba,1
Citric notes,Mandarin ,Mandarin orange,13940
Citric notes,Mandarin ,Tangerine,1759
Citric notes,Mandarin ,Green mandarin orange,610
Citric notes,Mandarin ,Italian mandarin orange,435
Citric notes,Mandarin ,Red mandarin orange,312
Citric notes,Mandarin ,Sicilian mandarin orange,182
Citric notes,Mandarin ,Mandarin orange zest,162
Citric notes,Mandarin ,Mandarin orange leaf,145
Citric notes,Mandarin ,Mandarin orange blossom,122
Citric notes,Mandarin ,Calabrian mandarin orange,52
Citric notes,Mandarin ,Italian green mandarin orange,29
Citric notes,Mandarin ,Madagascan mandarin orange,26
Citric notes,Mandarin ,Mandarine petitgrain,23
Citric notes,Mandarin ,Mandora,18
Citric notes,Mandarin ,Brazilian mandarin orange,16
Citric notes,Mandarin ,Chinese mandarin orange,15
Citric notes,Mandarin ,Spanish mandarin orange,15
Citric notes,Mandarin ,Candied mandarin orange,14
Citric notes,Mandarin ,Italian mandarine Orpur®,12
Citric notes,Mandarin ,Brazilian green mandarin orange,11
Citric notes,Mandarin ,Italian red mandarin orange,11
Citric notes,Mandarin ,Tangerine blossom,11
Citric notes,Mandarin ,Tangerine peel,11
Citric notes,Mandarin ,Argentinian mandarin orange,10
Citric notes,Mandarin ,Murcott tangerine,10
Citric notes,Mandarin ,Calabrian green mandarin orange,9
Citric notes,Mandarin ,Green tangerine,9
Citric notes,Mandarin ,Green mandarin orange zest,8
Citric notes,Mandarin ,Indian mandarin orange,7
Citric notes,Mandarin ,Italian mandarin orange zest,7
Citric notes,Mandarin ,Mandarin orange tree,6
Citric notes,Mandarin ,Brazilian tangerine,5
Citric notes,Mandarin ,Mandarin orange Orpur®,5
Citric notes,Mandarin ,Mandarine sorbet,5
Citric notes,Mandarin ,Moroccan tangerine,5
Citric notes,Mandarin ,Australian mandarin orange,4
Citric notes,Mandarin ,Mandarin orange juice,4
Citric notes,Mandarin ,Sicilian green mandarin orange,4
Citric notes,Mandarin ,Asian mandarin orange,3
Citric notes,Mandarin ,Brazilian green mandarin orange zest,3
Citric notes,Mandarin ,Candied mandarine peel,3
Citric notes,Mandarin ,Italian mandarin orange leaf,3
Citric notes,Mandarin ,Italian tangerine,3
Citric notes,Mandarin ,Japanese tangerine,3
Citric notes,Mandarin ,Mandarin jam,3
Citric notes,Mandarin ,Mandarin orange nectar,3
Citric notes,Mandarin ,Mediterranean mandarin orange,3
Citric notes,Mandarin ,Moroccan mandarin orange,3
Citric notes,Mandarin ,Sicilian tangerine,3
Citric notes,Mandarin ,Tangor,3
Citric notes,Mandarin ,African tangerine,2
Citric notes,Mandarin ,Amalfi mandarin orange,2
Citric notes,Mandarin ,Madagascan mandarin peel,2
Citric notes,Mandarin ,Mandarin orange liqueur,2
Citric notes,Mandarin ,Mandarin orange tea,2
Citric notes,Mandarin ,Mandarin orange wood,2
Citric notes,Mandarin ,Mandarin aldehyde,2
Citric notes,Mandarin ,Mandarin orange absolute,2
Citric notes,Mandarin ,Mexican yellow tangerine,2
Citric notes,Mandarin ,Sugared tangerine,2
Citric notes,Mandarin ,Tuscan mandarin orange,2
Citric notes,Mandarin ,Wild mandarin orange,2
Citric notes,Mandarin ,Yellow tangerine,2
Citric notes,Mandarin ,Australian tangerine,1
Citric notes,Mandarin ,Calabrian green mandarin orange zest,1
Citric notes,Mandarin ,Caribbean mandarin orange,1
Citric notes,Mandarin ,Cleopatra mandarin orange,1
Citric notes,Mandarin ,Corsican green mandarin orange,1
Citric notes,Mandarin ,Corsican mandarine petitgrain,1
Citric notes,Mandarin ,Cuban tangerine,1
Citric notes,Mandarin ,Cypriote mandarin orange,1
